,size,runtime_degree,runtime_minfill,runtime_random
0,25,0.4980967044830322,2.983445167541504,3.9773478507995605
1,25,0.25408005714416504,0.5404195785522461,2.0697410106658936
2,25,0.18901491165161133,0.40772223472595215,2.21746563911438
3,25,0.4536011219024658,1.6478137969970703,2.736225128173828
4,25,0.19320940971374512,1.5086467266082764,5.346700429916382
5,25,0.20786023139953613,3.576202154159546,7.901211977005005
6,25,0.4509999752044678,4.933727979660034,13.253248691558838
7,25,0.5348653793334961,2.3403353691101074,2.1020376682281494
8,25,0.25919437408447266,1.1418876647949219,2.701551675796509
9,25,2.309319019317627,8.0861177444458,14.751057147979736
10,25,2.646121025085449,3.2104592323303223,26.904890775680542
11,25,0.21001863479614258,1.1073570251464844,1.4730892181396484
12,25,0.2245175838470459,0.3917362689971924,1.0910401344299316
13,25,0.1811378002166748,0.6358082294464111,2.743227958679199
14,25,0.1490001678466797,0.2866208553314209,7.369576454162598
15,25,0.520728349685669,6.724281072616577,4.101655006408691
16,25,0.1269993782043457,0.18012475967407227,0.7675282955169678
17,25,0.24519872665405273,0.5598020553588867,2.367945432662964
18,25,1.1979050636291504,9.338311195373535,17.073524236679077
19,25,0.4140000343322754,1.1062726974487305,1.8178982734680176
20,25,0.15712451934814453,0.26225852966308594,2.2403154373168945
21,25,0.18999981880187988,0.4937467575073242,1.9600746631622314
22,25,0.34160399436950684,1.4335942268371582,4.176720380783081
23,25,0.7631773948669434,1.5776238441467285,3.008610725402832
24,25,0.25557780265808105,0.4041590690612793,1.9045302867889404
25,25,0.45799827575683594,0.5502784252166748,3.2160539627075195
26,25,4.091271162033081,5.258175373077393,11.043772220611572
27,25,0.2893826961517334,3.7408924102783203,17.99006962776184
28,25,0.21502995491027832,1.811680793762207,6.417850494384766
29,25,0.5860719680786133,0.48566746711730957,4.570542573928833
30,25,0.3020009994506836,1.707869529724121,2.8513150215148926
31,25,0.88034987449646,2.0983481407165527,3.281144857406616
32,25,0.11116480827331543,0.15648269653320312,1.421670913696289
33,25,0.12594151496887207,0.2558772563934326,2.087764263153076
34,25,0.29775333404541016,0.663088321685791,4.712339162826538
35,25,0.1249995231628418,0.3690001964569092,2.189396858215332
36,25,0.17899870872497559,0.32900094985961914,1.2080447673797607
37,25,7.750708818435669,14.718302726745605,10.870391130447388
38,25,0.5268032550811768,1.2890105247497559,1.2060000896453857
39,25,1.6261975765228271,6.260338544845581,13.546091556549072
40,25,0.3372001647949219,1.7569818496704102,2.1907541751861572
41,25,0.1664416790008545,0.22093963623046875,1.9922568798065186
42,25,0.2252819538116455,1.6592519283294678,10.122467041015625
43,25,7.041698932647705,22.15336036682129,31.350805521011353
44,25,1.125999927520752,4.030009508132935,4.315000295639038
45,25,0.39000368118286133,1.2700002193450928,1.4570000171661377
46,25,0.14699983596801758,0.3429996967315674,2.0450234413146973
47,25,0.7400000095367432,7.149240255355835,4.710001230239868
48,25,1.327000379562378,1.9410128593444824,3.566999673843384
49,25,0.6019997596740723,3.73099946975708,6.7462451457977295
50,25,0.2910010814666748,0.5259993076324463,1.3249998092651367
51,25,1.7579131126403809,18.166067838668823,7.760512828826904
52,25,0.13199973106384277,0.6988332271575928,0.7249526977539062
53,25,0.6229431629180908,0.6172702312469482,8.361943006515503
54,25,0.11100029945373535,0.2709999084472656,1.2548208236694336
55,25,0.8050603866577148,1.3920397758483887,5.678945779800415
56,25,0.10401439666748047,0.25095176696777344,3.7585389614105225
57,25,0.11902046203613281,0.44659900665283203,1.452488899230957
58,25,0.40600013732910156,1.6709957122802734,2.573575019836426
59,25,0.7123308181762695,4.421072244644165,7.459726095199585
60,25,0.10800004005432129,0.19099998474121094,0.7620241641998291
61,25,0.10199999809265137,0.15399885177612305,0.6540241241455078
62,25,0.6949999332427979,3.74299955368042,6.419507026672363
63,25,0.12160730361938477,0.5249977111816406,2.639000415802002
64,25,0.1700000762939453,0.4479990005493164,3.9457390308380127
65,25,1.1719970703125,19.79839038848877,16.570802450180054
66,25,0.12299990653991699,0.6210000514984131,2.0910000801086426
67,25,0.3299994468688965,0.8118948936462402,1.1759984493255615
68,25,0.3710000514984131,0.987999677658081,4.253008842468262
69,25,0.6770260334014893,3.4225504398345947,2.9339993000030518
70,25,0.13199925422668457,0.23400020599365234,1.7120556831359863
71,25,0.12600016593933105,0.2369999885559082,1.5810446739196777
72,25,0.2369999885559082,1.254079818725586,18.443506479263306
73,25,0.34999990463256836,1.1537115573883057,2.0829999446868896
74,25,0.20800995826721191,1.6590099334716797,5.44304084777832
75,25,2.4915146827697754,16.69397497177124,30.626628160476685
76,25,0.35700225830078125,0.8525242805480957,2.8070337772369385
77,25,1.056002140045166,3.5539984703063965,6.2740068435668945
78,25,0.19300174713134766,0.5180070400238037,6.741265296936035
79,25,0.706000804901123,4.3290183544158936,8.215961694717407
80,25,2.2140190601348877,2.4205129146575928,9.356999635696411
81,25,0.2659940719604492,1.7598609924316406,15.849100112915039
82,25,1.5115125179290771,7.702660083770752,13.195192337036133
83,25,0.16100001335144043,0.5759997367858887,0.5239977836608887
84,25,0.12799882888793945,0.8155114650726318,4.4909987449646
85,25,0.488004207611084,0.6450090408325195,1.4429996013641357
86,25,0.8289980888366699,2.1371495723724365,5.699554204940796
87,25,0.2330029010772705,0.3399999141693115,6.8800201416015625
88,25,0.9109997749328613,1.5229978561401367,2.726001739501953
89,25,0.9495158195495605,6.659999847412109,3.3555121421813965
90,25,0.5440077781677246,2.200031042098999,2.5765531063079834
91,25,0.17199993133544922,0.3099989891052246,5.0446412563323975
92,25,0.1790018081665039,2.469998359680176,4.100546598434448
93,25,0.4400014877319336,2.0740010738372803,8.788013696670532
94,25,0.18500089645385742,1.2620353698730469,3.8230504989624023
95,25,0.6019988059997559,1.5879995822906494,9.541564226150513
96,25,1.292999267578125,8.546539783477783,11.487011671066284
97,25,0.2539987564086914,1.3080017566680908,8.25124192237854
98,25,0.7077529430389404,3.392113208770752,4.270019054412842
99,25,1.127000093460083,4.800999641418457,5.000025033950806
