,size,runtime_degree,runtime_minfill,runtime_random
0,5,0.003000497817993164,0.014000177383422852,0.03699898719787598
1,5,0.013998985290527344,0.024999141693115234,0.04899907112121582
2,5,0.002000093460083008,0.017998695373535156,0.03599977493286133
3,5,0.014001607894897461,0.02400040626525879,0.03699922561645508
4,5,0.01500248908996582,0.02500009536743164,0.052997589111328125
5,5,0.013999700546264648,0.026000261306762695,0.05299782752990723
6,5,0.015000104904174805,0.026999235153198242,0.043999671936035156
7,5,0.003000497817993164,0.019999980926513672,0.048999786376953125
8,5,0.01399993896484375,0.023999929428100586,0.03599977493286133
9,5,0.024000167846679688,0.039000749588012695,0.05399775505065918
10,5,0.023999452590942383,0.04699897766113281,0.06099963188171387
11,5,0.018999814987182617,0.042999982833862305,0.05699777603149414
12,5,0.0019998550415039062,0.015000104904174805,0.025998353958129883
13,5,0.023000001907348633,0.057999610900878906,0.0660562515258789
14,5,0.03599834442138672,0.048001766204833984,0.06499791145324707
15,5,0.018999576568603516,0.031000852584838867,0.03599905967712402
16,5,0.023999691009521484,0.03600025177001953,0.06799912452697754
17,5,0.01900005340576172,0.03099966049194336,0.05099821090698242
18,5,0.01799917221069336,0.03399968147277832,0.04699993133544922
19,5,0.014000177383422852,0.02977442741394043,0.03499794006347656
20,5,0.014000177383422852,0.02500009536743164,0.055997610092163086
21,5,0.008000373840332031,0.014999866485595703,0.03699851036071777
22,5,0.002000570297241211,0.013999700546264648,0.028996706008911133
23,5,0.010006904602050781,0.024001121520996094,0.03599905967712402
24,5,0.014000177383422852,0.019999265670776367,0.040999650955200195
25,5,0.003000020980834961,0.019999980926513672,0.03727102279663086
26,5,0.014004230499267578,0.0303800106048584,0.054000139236450195
27,5,0.01100015640258789,0.03000617027282715,0.04299807548522949
28,5,0.020999908447265625,0.03199887275695801,0.07054495811462402
29,5,0.0029997825622558594,0.01700115203857422,0.02799844741821289
30,5,0.032000064849853516,0.04000115394592285,0.07799863815307617
31,5,0.0019996166229248047,0.012999773025512695,0.024997472763061523
32,5,0.023999452590942383,0.038001060485839844,0.050997018814086914
33,5,0.015000581741333008,0.022999286651611328,0.04999852180480957
34,5,0.018999814987182617,0.0280001163482666,0.0410001277923584
35,5,0.022999286651611328,0.03600001335144043,0.041997671127319336
36,5,0.018999576568603516,0.03299856185913086,0.04600048065185547
37,5,0.01000070571899414,0.027998924255371094,0.05300164222717285
38,5,0.013998270034790039,0.0260007381439209,0.03700065612792969
39,5,0.020999670028686523,0.03599977493286133,0.06800079345703125
40,5,0.027002811431884766,0.04300069808959961,0.04999804496765137
