,size,runtime_degree,runtime_random,runtime_minfill
2,25,0.10981369018554688,0.3128037452697754,2.5521035194396973
3,25,0.026000499725341797,0.03599977493286133,0.05551028251647949
4,25,0.03999829292297363,0.05099964141845703,0.08299803733825684
5,25,0.07100057601928711,0.08727765083312988,0.09099936485290527
6,25,0.07906174659729004,0.0800619125366211,0.12405800819396973
7,25,0.09814000129699707,0.10000205039978027,0.1439986228942871
8,25,0.06000018119812012,0.07500028610229492,0.11905670166015625
9,25,0.06199979782104492,0.06506061553955078,0.08205294609069824
10,25,0.0710000991821289,0.07599997520446777,0.08205723762512207
11,25,0.06299996376037598,0.0710000991821289,0.10099983215332031
12,25,0.02799534797668457,0.034004926681518555,0.04599952697753906
13,25,0.0839996337890625,0.08907270431518555,0.12512683868408203
14,25,0.039002180099487305,0.04600024223327637,0.07499980926513672
15,25,0.13967347145080566,0.26581263542175293,5.905623435974121
16,25,0.07899999618530273,0.08699965476989746,0.20978784561157227
17,25,0.047002553939819336,0.054000139236450195,0.08605408668518066
18,25,0.06799983978271484,0.07721447944641113,0.0880424976348877
19,25,0.06799960136413574,0.06799793243408203,0.10200119018554688
20,25,0.04800009727478027,0.06499981880187988,0.10005712509155273
21,25,0.07499933242797852,0.07800006866455078,0.12571191787719727
22,25,0.029000043869018555,0.03600001335144043,0.055998802185058594
23,25,0.056000709533691406,0.07200193405151367,0.1554737091064453
24,25,0.040000200271606445,0.04800772666931152,0.11799979209899902
25,25,0.030006885528564453,0.03800010681152344,0.07700777053833008
26,25,0.06200003623962402,0.06099987030029297,0.07199573516845703
27,25,2.60561466217041,7.044735908508301,11.810960292816162
28,25,0.038999080657958984,0.06499981880187988,0.0840001106262207
29,25,0.1065835952758789,0.10247588157653809,0.13221478462219238
30,25,0.03699994087219238,0.04699993133544922,0.10701537132263184
31,25,0.05300092697143555,0.07006096839904785,0.11410164833068848
32,25,0.05800008773803711,0.07499814033508301,0.1009986400604248
33,25,0.039000511169433594,0.053998470306396484,0.08899903297424316
34,25,0.03999972343444824,0.04999876022338867,0.08199715614318848
35,25,0.08199954032897949,0.09100031852722168,0.11250472068786621
36,25,0.03699946403503418,0.0429987907409668,0.08000040054321289
37,25,0.028000354766845703,0.039999961853027344,0.06299829483032227
38,25,0.0995025634765625,0.10928559303283691,0.13405823707580566
39,25,0.10000157356262207,0.23560380935668945,1.6158485412597656
40,25,0.03399538993835449,0.043004512786865234,0.07205438613891602
41,25,0.07300066947937012,0.06699991226196289,0.09208178520202637
42,25,0.06299972534179688,0.06600046157836914,0.11359095573425293
43,25,0.10550332069396973,0.11154317855834961,0.14231228828430176
44,25,0.04399991035461426,0.0559999942779541,0.09199976921081543
45,25,0.03299975395202637,0.04700016975402832,0.06599903106689453
46,25,0.08021783828735352,0.11805844306945801,0.14341497421264648
47,25,0.05500149726867676,0.06699824333190918,0.09199833869934082
48,25,0.0989983081817627,0.10299968719482422,0.1359870433807373
49,25,0.08043193817138672,0.08948540687561035,0.10499811172485352
50,25,0.0850369930267334,0.11580896377563477,0.13116669654846191
51,25,2.096794843673706,10.615370273590088,15.814628839492798
52,25,0.04099869728088379,0.059999942779541016,0.10999774932861328
53,25,0.05299854278564453,0.06399869918823242,0.10605716705322266
54,25,0.04700016975402832,0.06099987030029297,0.11499905586242676
55,25,0.04400825500488281,0.06499981880187988,0.10814547538757324
56,25,0.0690000057220459,0.07600045204162598,0.12243986129760742
57,25,0.05800032615661621,0.06100010871887207,0.09400033950805664
58,25,0.05800008773803711,0.06499791145324707,0.07699990272521973
59,25,0.08999991416931152,0.0982356071472168,0.12879467010498047
60,25,0.05099844932556152,0.06799769401550293,0.09300804138183594
61,25,0.04399847984313965,0.06000185012817383,0.12800002098083496
62,25,0.0599980354309082,0.06799960136413574,0.0839993953704834
63,25,0.3209404945373535,0.47704148292541504,0.42972707748413086
64,25,0.06399989128112793,0.07899999618530273,0.11799788475036621
65,25,0.0892176628112793,0.09754276275634766,0.15709280967712402
66,25,0.03299999237060547,0.03800010681152344,0.06700015068054199
67,25,0.04199981689453125,0.046999216079711914,0.08699727058410645
68,25,0.05500006675720215,0.06300020217895508,0.08606123924255371
69,25,0.04200005531311035,0.056999921798706055,0.08499884605407715
70,25,0.06300020217895508,0.06399917602539062,0.09305882453918457
71,25,0.03499960899353027,0.04700016975402832,0.08099985122680664
72,25,0.028001070022583008,0.043000221252441406,0.06999993324279785
73,25,0.06399989128112793,0.06799817085266113,0.0969998836517334
74,25,0.03800010681152344,0.05099964141845703,0.09199929237365723
75,25,0.20450997352600098,0.48506784439086914,1.5284156799316406
76,25,0.040999412536621094,0.054999589920043945,0.1029973030090332
77,25,0.09206032752990723,0.10048699378967285,0.13322186470031738
78,25,0.04599905014038086,0.05900096893310547,0.10605692863464355
79,25,0.09416937828063965,0.10720038414001465,0.2061905860900879
80,25,0.054000139236450195,0.059068918228149414,0.072998046875
81,25,0.02251458168029785,0.03499960899353027,0.06900930404663086
82,25,0.07000041007995605,0.07200002670288086,0.09400773048400879
83,25,0.07399988174438477,0.09147453308105469,0.12726259231567383
84,25,0.09428715705871582,0.09427666664123535,0.13926410675048828
85,25,0.08600664138793945,0.09129524230957031,0.10649609565734863
86,25,0.1005408763885498,0.12288022041320801,0.14778709411621094
87,25,0.10311269760131836,0.18163490295410156,1.8202722072601318
88,25,0.07799816131591797,0.0819997787475586,0.11011433601379395
89,25,0.02200031280517578,0.020999908447265625,0.05058908462524414
90,25,0.045999765396118164,0.05900001525878906,0.10299992561340332
91,25,0.07700037956237793,0.07903432846069336,0.10305595397949219
92,25,0.03299856185913086,0.04500007629394531,0.08300018310546875
93,25,0.04099845886230469,0.05000019073486328,0.0729990005493164
94,25,0.04399991035461426,0.04699873924255371,0.06999969482421875
95,25,0.04500007629394531,0.051000118255615234,0.06699895858764648
96,25,0.04900002479553223,0.05200028419494629,0.08100008964538574
97,25,0.0840001106262207,0.09321904182434082,0.11599993705749512
98,25,0.062000274658203125,0.06499981880187988,0.09499812126159668
99,25,0.47265625,7.896730661392212,2.644047260284424
